"|","|__acc","|__gyro"
13:27:05,98.26611007156225,4.114412489983351
13:27:06,97.33813855545122,35.591695446320955
13:27:07,99.98695245917496,27.24790025686616
13:27:08,97.98011968173704,0.18157285849247276
13:27:09,98.79609562794758,0.7287585505182506
13:27:10,98.23846664872052,4.539121743401665
13:27:11,127.68244615481855,859.3034431444075
13:27:12,1099.3171875177004,247679.1736999007
13:27:13,1036.4714359474756,165031.239109611
13:27:14,111.49056708694296,9942.993236580767
13:27:15,90.02355246559999,38.177185518504295
13:27:16,94.79368361211344,3.683934907455296
13:27:17,93.10398007653748,396.8503026915005
13:27:18,93.87783618404957,2.2242388636777832
13:27:19,90.386054115359,376.26773872087136
13:27:20,97.22232407162485,600.3497698139263
