"|","|__gyro","|__gyro-x","|__gyro-y","|__gyro-z","|__acc","|__acc-x","|__acc-y","|__acc-z"
"21:48:14 727989","","","","","99.14562723972085","0.37709808349609375","-3.397475242614746","9.352036476135254"
"21:48:14 736969","0.04133245492266724","-0.15340232849121094","-0.057525634765625","0.12037849426269531","","","",""
"21:48:14 968842","","","","","99.76573308687239","-0.046688079833984375","-3.244241714477539","9.446610450744629"
"21:48:15 285452","0.0015478906361749978","-0.03621959686279297","-0.012783050537109375","-0.00852203369140625","","","",""
"21:48:15 889548","","","","","100.16692731957846","0.04429340362548828","-3.426206588745117","9.40351390838623"
"21:48:16 304792","3.06386964439298E-05","-0.0010652542114257812","0.005326271057128906","0.0010652542114257812","","","",""
"21:48:16 753334","","","","","110.02788127538042","0.09577083587646484","-3.022770881652832","10.043981552124023"
"21:48:17 287498","1.208949031182783","0.8330621719360352","0.5773906707763672","0.4261178970336914","","","",""
"21:48:17 719377","","","","","101.13841910819065","-2.324840545654297","0.6512422561645508","9.762654304504395"
"21:48:18 106845","0.000669512255626614","-0.007456779479980469","0.010652542114257812","0.022370338439941406","","","",""
"21:48:18 703805","","","","","665.9214123792717","23.703319549560547","4.698763847351074","9.055146217346191"
"21:48:19 134272","12.91308166802719","-0.817082405090332","-0.5699329376220703","-3.452627182006836","","","",""
"21:48:19 742557","","","","","93.75804142468951","-4.984879493713379","-0.15203571319580078","8.299753189086914"
"21:48:20 257015","0.005486911131811212","-0.06711292266845703","0.030893325805664062","-0.005326271057128906","","","",""
"21:48:20 769295","","","","","104.41241237699705","-5.557110786437988","0.7290563583374023","8.54396915435791"
"21:48:20 863800","0.08063550839597156","-0.08309268951416016","-0.13529205322265625","0.2354297637939453","","","",""
"21:48:21 588291","","","","","322.8246641091764","16.500144958496094","3.591411590576172","6.137722969055176"
"21:48:21 896053","34.169405042785","1.416844367980957","-4.561600685119629","-3.3695335388183594","","","",""
"21:48:22 603691","","","","","110.85901794160054","-5.7737932205200195","-1.6592321395874023","8.646923065185547"
