|,|__ax,|__ay,|__az,|__gx,|__gy,|__gz,|__h,ACC_N,GYRO,EA,EG,label
19:43:31 640097,15.8,-12.9,2,4.5,2.1,-0.8,92,20.49512137,5.029910536,29.08917324,0,1
19:43:31 876675,-9.5,-0.1,8.5,4.5,2.1,-0.8,92,12.74794101,5.029910536,6.271363488,5.123475383,0
19:43:31 975463,-7.3,-4.4,4.5,-0.2,0.1,-0.4,91,9.638464608,0.458257569,0.374165739,0,0
19:43:32 107684,-7.4,-4.7,4.3,-0.2,0.1,-0.4,91,9.764220399,0.458257569,0.141421356,0.424264069,0
19:43:32 193487,-7.4,-4.8,4.2,-0.1,0,0,91,9.769339793,0.1,0.1,0.1,0
19:43:32 377673,-7.4,-4.8,4.3,0,0,0,91,9.812746812,0,0.1,0,0
19:43:33 090443,-7.5,-4.8,4.3,0,0,0,91,9.888377015,0,0.1,0,0
19:43:33 613134,-7.5,-4.8,4.2,0,0,0,91,9.845303449,0,0.141421356,0,0
19:43:34 207753,-7.4,-4.8,4.3,0,0,0,91,9.812746812,0,5.254521862,1,0
19:43:34 707467,-5.9,0.2,3.7,0,-0.8,0.6,91,6.967065379,1,7.695453203,0,0
19:43:35 325911,-13,-2.3,5.3,0,-0.8,0.6,91,14.22603248,1,5.43783045,1.086278049,1
19:43:35 601599,-7.7,-3.5,5.5,-0.3,0.2,0.3,91,10.08910303,0.469041576,1.187434209,0,0
19:43:36 309148,-8.2,-3.1,4.5,-0.3,0.2,0.3,91,9.853933225,0.469041576,0.781024968,0.360555128,0
19:43:37 096056,-8.2,-3.7,4,-0.3,0,0,90,9.845303449,0.3,0.458257569,0.3,0
19:43:37 328493,-8,-4.1,3.9,0,0,0,90,9.798979539,0,0.316227766,0,0
19:43:38 028735,-8.1,-3.8,3.9,0,0,0,90,9.76012295,0,0.244948974,0,0
19:43:38 605521,-8.2,-3.7,4.1,0,0,0,90,9.886354232,0,1.004987562,0,0
19:43:39 193819,-7.6,-3.8,4.9,0,0,0,90,9.808669635,0,0.640312424,0.1,0
19:43:39 492114,-7.5,-3.6,5.5,0,-0.1,0,90,9.972963451,0.1,11.70384552,0,0
19:43:40 191626,1.4,-11.2,5.6,0,-0.1,0,90,12.6,0.1,14.60513608,4.23083916,1
19:43:40 700635,-9.3,-1.3,6.5,-2.5,-0.4,3.4,90,11.42059543,4.239103679,2.549509757,0,0
19:43:41 315278,-7.7,-2.8,5.2,-2.5,-0.4,3.4,90,9.704122835,4.239103679,0.509901951,4.207136794,0
19:43:41 912628,-7.7,-3.3,5.1,-0.2,0,-0.1,90,9.807650075,0.223606798,1.268857754,0.316227766,0
19:43:42 484255,-6.5,-3.2,5.5,-0.1,0.3,-0.1,90,9.096153033,0.331662479,0.911043358,0,0
19:43:43 028425,-7,-3.9,5.8,-0.1,0.3,-0.1,90,9.891915891,0.331662479,0.435889894,0.424264069,0
19:43:43 658803,-7.3,-4,5.5,0,-0.1,0,90,9.976973489,0.1,0.447213595,0,0
19:43:43 976753,-6.9,-4,5.7,0,-0.1,0,90,9.803060747,0.1,13.68320138,0.824621125,0
19:43:44 642842,-3.4,4.3,16,0.2,-0.9,0,90,16.91301274,0.921954446,13.22195144,0,1
19:43:45 166523,-1.9,-5.8,7.6,0.2,-0.9,0,90,9.74730732,0.921954446,5.07838557,0.81240384,0
19:43:45 755360,-6.6,-4.9,5.9,-0.5,-0.5,0.1,90,10.11830025,0.714142843,1.565247584,0,0
19:43:46 314278,-7.4,-3.9,5,-0.5,-0.5,0.1,90,9.745255256,0.714142843,0.360555128,0.574456265,0
19:43:46 641253,-7.2,-3.9,4.7,-0.1,-0.1,0,89,9.441398202,0.141421356,1.36381817,0.223606798,0
19:43:47 317790,-8.3,-4,3.9,0,0.1,0,89,10.00499875,0.1,0,0,0
19:43:47 911040,-8.3,-4,3.9,0,0.1,0,89,10.00499875,0.1,0.447213595,0.141421356,0
19:43:48 542190,-8.3,-4.2,3.5,0,0,-0.1,89,9.938812806,0.1,2.147091055,0,0
19:43:49 061231,-6.9,-3.9,5.1,0,0,-0.1,89,9.424966843,0.1,17.62810256,6.926759704,0
19:43:49 724935,-9,-21.4,4.8,3.3,3,-5.4,90,23.70653918,7.003570518,20.35706266,0,1
19:43:49 924448,-7.4,-1.3,7.6,3.3,3,-5.4,90,10.68690788,7.003570518,3.749666652,7.491995729,0
19:43:50 606933,-7.5,-3.9,4.9,-0.2,-0.2,0.4,90,9.770875089,0.489897949,0.547722558,0,0
19:43:51 139934,-7.4,-4.1,5.4,-0.2,-0.2,0.4,90,10.03643363,0.489897949,0.905538514,0.469041576,0
19:43:51 685249,-6.5,-4.2,5.4,0,0.1,0.1,90,9.436630755,0.141421356,0.8,0.223606798,0
19:43:52 284672,-7.3,-4.2,5.4,0,0,-0.1,90,10.00449899,0.1,0.223606798,0,0
19:43:52 885359,-7.3,-4,5.3,0,0,-0.1,91,9.868130522,0.1,0.489897949,0.1,0
19:43:53 380878,-7.1,-4.2,4.9,0,0,0,91,9.594790253,0,0.4,0,0
19:43:53 813252,-7.1,-4.2,5.3,0,0,0,91,9.805100713,0,0.458257569,0.141421356,0
19:43:54 418659,-7.3,-4.3,4.9,-0.1,-0.1,0,91,9.787236586,0.141421356,0.331662479,0,0
19:43:54 989917,-7.2,-4.2,5.2,-0.1,-0.1,0,91,9.824459273,0.141421356,0.223606798,0.141421356,0
19:43:55 608422,-7.3,-4.2,5,0,0,0,91,9.794386147,0,0.547722558,0,0
19:43:56 117698,-7.4,-4.7,4.8,0,0,0,91,9.994498487,0,12.7314571,0.469041576,0
19:43:56 743036,-5.2,-17.2,3.8,0.3,-0.3,0.2,91,18.36627344,0.469041576,15.22038107,1.122497216,1
19:43:56 995734,-7.8,-2.3,5.5,-0.8,-0.4,0.4,91,9.817331613,0.979795897,1.931320792,0,0
19:43:57 639011,-8,-3.8,4.3,-0.8,-0.4,0.4,90,9.845303449,0.979795897,0.244948974,0.979795897,0
19:43:58 284622,-7.9,-4,4.2,0,0,0,90,9.800510191,0,0.141421356,0,0
19:43:58 831729,-7.9,-4.1,4.1,0,0,0,90,9.799489783,0,0.141421356,0,0
19:43:59 437749,-8,-4.1,4,0,0,0,90,9.839207285,0,0.1,0,0
19:44:00 028091,-8,-4,4,0,0,0,89,9.797958971,0,1.187434209,0.141421356,0
19:44:00 251909,-7,-4.4,4.5,-0.1,-0.1,0,89,9.41328848,0.141421356,0.574456265,0,0
19:44:00 961412,-7.4,-4.5,4.9,-0.1,-0.1,0,89,9.950879358,0.141421356,25.35566998,0.282842712,1
19:44:01 550382,-5.3,18,16.4,0.1,-0.3,0,88,24.92087478,0.316227766,18.58198052,0.670820393,1
19:44:02 240977,-5.1,1,8.9,-0.4,0.1,0.2,88,10.30630875,0.458257569,5.390732789,0,0
19:44:02 733550,-7.2,-3.1,6.1,-0.4,0.1,0.2,88,9.932774033,0.458257569,0.547722558,0.412310563,0
19:44:03 301252,-7,-3.6,6.2,-0.1,-0.1,0,88,10.01998004,0.141421356,0.244948974,0,0
19:44:03 592816,-6.9,-3.4,6.1,-0.1,-0.1,0,88,9.817331613,0.141421356,0.458257569,0.223606798,0
19:44:04 238190,-7,-3.6,5.7,-0.1,0.1,0.1,88,9.718538985,0.173205081,0.282842712,0,0
19:44:04 783102,-7,-3.8,5.9,-0.1,0.1,0.1,88,9.912113801,0.173205081,0.141421356,0.244948974,0
19:44:05 441513,-6.9,-3.7,5.9,0,0,-0.1,88,9.803570778,0.1,0.141421356,0,0
19:44:05 985520,-6.8,-3.7,6,0,0,-0.1,88,9.794386147,0.1,0.1,0.1,0
19:44:06 335110,-6.8,-3.8,6,0,0,0,89,9.832598843,0,0.244948974,0,0
19:44:06 974452,-6.7,-4,6.1,0,0,0,89,9.904544412,0,0.360555128,0,0
19:44:07 540750,-6.7,-3.7,5.9,0,0,0,89,9.663850164,0,0.141421356,0,0
19:44:08 088821,-6.8,-3.7,6,0,0,0,89,9.794386147,0,0.223606798,0,0
19:44:08 613097,-6.7,-3.9,6,0,0,0,90,9.803060747,0,1.144552314,0,0
19:44:09 308734,-7.6,-3.8,6.7,0,0,0,90,10.82081328,0,15.3951291,0,0
19:44:09 510859,-1.6,-16.4,0.2,0,0,0,90,16.47907764,0,17.55591069,1.431782106,1
19:44:10 306261,-6,-1.1,7.6,-0.6,0,1.3,90,9.745255256,1.431782106,0.538516481,0,0
19:44:11 030179,-6,-1.6,7.4,-0.6,0,1.3,91,9.660227741,1.431782106,0.244948974,1.303840481,0
19:44:11 286016,-6.2,-1.5,7.3,-0.1,0.1,0.1,91,9.694328239,0.173205081,0.316227766,0,0
19:44:11 967952,-6.3,-1.8,7.3,-0.1,0.1,0.1,91,9.809179374,0.173205081,0.244948974,0.173205081,0
19:44:12 642420,-6.1,-1.9,7.4,0,0,0,91,9.776502442,0,0.141421356,0.1,0
19:44:12 876290,-6,-1.9,7.3,0,0,0.1,91,9.638464608,0.1,0.244948974,0,0
19:44:13 453626,-6.1,-2.1,7.4,0,0,0.1,92,9.817331613,0.1,0.141421356,0.1,0
19:44:14 136666,-6.1,-2,7.3,-0.1,0,0.1,92,9.721111048,0.141421356,0.223606798,0,0
19:44:14 734875,-6.3,-2,7.4,-0.1,0,0.1,92,9.922197337,0.141421356,34.22338382,0.412310563,0
19:44:15 280739,27.5,-4.4,12.2,0.1,-0.2,-0.2,92,30.40476936,0.3,32.27506778,0,1
19:44:15 735285,-4.5,-4.2,8,0.1,-0.2,-0.2,92,10.09405766,0.3,3.354101966,0.538516481,0
19:44:16 230409,-7,-3.2,6,-0.2,0.2,0,92,9.759098319,0.282842712,0.374165739,0,0
19:44:17 562549,-6.9,-3.5,6.2,-0.2,0.2,0,91,9.914635646,0.282842712,0.316227766,0.282842712,0
19:44:17 659304,-6.9,-3.2,6.1,0,0,0,91,9.749871794,0,0.547722558,0.244948974,0
19:44:17 926678,-6.8,-3.4,6.6,0.2,-0.1,0.1,91,10.06777036,0.244948974,1.435270009,0,0
19:44:18 477309,-6.2,-2.3,7.3,0.2,-0.1,0.1,91,9.849873096,0.244948974,0.469041576,0.244948974,0
19:44:19 132922,-5.9,-2.1,7.6,0,0,0,91,9.847842403,0,4.780167361,0,0
19:44:19 345147,-7.1,-2.6,12.2,0,0,0,91,14.35304846,0,10.85218872,7.297944916,1
19:44:20 182651,-7.3,8.1,10.4,-5,1.5,5.1,91,15.06851021,7.297944916,9.716480844,0,1
19:44:20 660252,-6.9,-1.1,7.3,-5,1.5,5.1,91,10.10494928,7.297944916,0.781024968,6.93108938,0
19:44:21 224405,-6.4,-1.7,7.3,-0.2,0.1,0.3,91,9.855962662,0.374165739,0.223606798,0,0
19:44:21 818873,-6.5,-1.7,7.1,-0.2,0.1,0.3,92,9.774968031,0.374165739,0.3,0.3,0
19:44:22 120698,-6.3,-1.8,7.3,0,0,0.1,92,9.809179374,0.1,0.5,0,0
19:44:22 768538,-6.3,-1.3,7.3,0,0,0.1,92,9.729850975,0.1,0.223606798,0.1,0
19:44:23 490129,-6.2,-1.5,7.3,0,0,0,92,9.694328239,0,0.141421356,0,0
19:44:24 096287,-6.3,-1.6,7.3,0,0,0,93,9.774456507,0,3.373425559,0,0
19:44:24 631229,-4.2,0.8,8.4,0,0,0,93,9.425497334,0,5.616938668,4.958830507,0
19:44:24 738610,0.3,-2.3,7.1,-3.5,0.3,3.5,93,7.469270379,4.958830507,7.88225856,0,1
19:44:25 507613,-7,-4.5,5.1,-3.5,0.3,3.5,93,9.76012295,4.958830507,5.076416059,4.819751031,1
19:44:26 032700,-10.1,-4.1,9.1,-0.2,0,0,93,14.19964788,0.2,8.800568163,0,1
19:44:26 684566,-16.9,-0.1,5.2,-0.2,0,0,93,17.68219443,0.2,27.10885464,2.022374842,1
19:44:27 228633,7.4,-11.5,9,0.7,-1.8,0.2,93,16.37101096,1.941648784,22.70022026,0,1
19:44:27 764378,-10.6,0.6,15.7,0.7,-1.8,0.2,93,18.9528362,1.941648784,9.17224073,8.315046602,1
19:44:28 309869,-11.9,1.8,6.7,7.5,0.3,-4.1,93,13.77461433,8.552777327,23.75478899,7.273926038,1
19:44:28 690234,-21.1,-16.9,-4.7,3.6,-0.4,2,93,27.43920553,4.137632173,35.1819556,0,1
19:44:29 416228,-7.7,11.7,10.8,3.6,-0.4,2,93,17.68671818,4.137632173,14.90167776,8.257118141,1
19:44:29 937169,-8.4,-2.9,7.9,-4,0.5,5.1,93,11.89033221,6.500769185,11.10405331,0,1
19:44:30 521155,0.8,-8.4,10.8,-4,0.5,5.1,93,13.70547336,6.500769185,23.33688068,3.611094017,1
19:44:31 146691,-8.6,12.9,12.4,-2,-2.5,5.3,93,19.85270762,6.191930232,9.403722667,0,1
19:44:31 727871,-9.7,3.8,14.5,-2,-2.5,5.3,93,17.85441122,6.191930232,22.74049252,5.908468499,1
19:44:31 921362,4.3,-13.9,11.7,0.7,-0.6,0.4,93,18.67056507,1.004987562,19.19036216,0,1
19:44:32 630460,-3,3.8,13,0.7,-0.6,0.4,93,13.87227451,1.004987562,6.190315016,7.258787778,1
19:44:33 177176,-8.8,2,11.8,4.5,-3,-5.3,93,14.85530208,7.572318007,29.66563669,12.42577965,1
19:44:33 828558,6.4,-23,6.9,-3.5,-0.6,3.9,93,24.85095572,5.274466798,35.80516722,0,1
19:44:34 340495,4.8,6.1,-13.9,-3.5,-0.6,3.9,93,15.92042713,5.274466798,27.78218854,9.841747812,1
19:44:34 905636,-6,15,10.1,6,-1.2,1.4,93,19.05282131,6.276941931,11.73158131,0,1
19:44:35 456139,-2.9,4.9,15.2,6,-1.2,1.4,93,16.23145095,6.276941931,11.97372123,9.085152723,1
19:44:36 032636,-3.4,-2.5,5.8,3.9,2.1,-6.8,93,7.172865536,8.115417426,9.450396817,0,1
19:44:36 501260,5.7,-0.8,3.9,3.9,2.1,-6.8,93,6.952697318,8.115417426,10.60471593,12.61507035,1
19:44:37 061093,-4.2,1.4,7,-3.6,0.4,3.2,93,8.282511696,4.833218389,10.62732328,3.92173431,1
19:44:37 630674,-12.7,-4.9,6,-0.9,-0.1,0.4,94,14.87615542,0.989949494,23.32230692,0,1
19:44:38 179682,2.1,-13.2,22,-0.9,-0.1,0.4,94,25.74198905,0.989949494,20.56039883,7.780745466,1
19:44:38 794845,7.9,-1,6.5,5.3,2.2,-3.7,94,10.27910502,6.827884006,19.07301759,0,1
19:44:39 343011,-8.8,-0.5,15.7,5.3,2.2,-3.7,94,18.00499931,6.827884006,9.527329112,7.345747069,1
19:44:39 540698,-3.2,-3.5,8.6,2.9,-2.4,-8.9,95,9.820896089,9.663332758,43.71006749,0,1
19:44:40 471788,39.2,-10,17,2.9,-2.4,-8.9,95,43.88211481,9.663332758,63.51676944,15.01366045,1
19:44:40 695720,-20.2,10.1,6.9,2.4,-2,6.1,95,23.61482585,6.853466276,11.58360911,0,1
19:44:41 426123,-14.6,0,7.8,2.4,-2,6.1,95,16.55294536,6.853466276,9.525754563,10.54229577,1
19:44:42 052264,-5.4,-0.9,5.5,4.7,0.8,-3.8,95,7.760154638,6.09672043,47.37182707,0,1
19:44:42 594583,39.2,-11.2,17.7,4.7,0.8,-3.8,96,44.44513472,6.09672043,50.58319879,12.23029027,1
19:44:43 176746,-7.2,8.9,16.4,-5.1,0.3,3.5,96,20.00025,6.192737682,4.153311931,3.97617907,1
19:44:43 400478,-9.4,5.4,16.8,-1.9,2.2,2.1,97,19.9939991,3.586084215,19.42395428,0,1
19:44:44 129401,7.6,-3.6,14.1,-1.9,2.2,2.1,97,16.41736885,3.586084215,12.35677952,3.11608729,1
19:44:44 748942,-4.2,-2,17.4,0,0.1,0.8,97,18.01110768,0.806225775,12.51878588,0,1
19:44:45 411543,-8,4.8,7.6,0,0.1,0.8,97,12.03328717,0.806225775,23.65797963,11.20178557,1
19:44:46 092432,11.7,-8.3,7.6,2.2,-1.9,-10,98,16.23391512,10.41393297,32.28033457,0,1
19:44:46 276481,39.2,-12.4,24,2.2,-1.9,-10,98,47.60672221,10.41393297,47.02988412,13.78803829,1
19:44:46 897483,-4.4,0.7,12.2,-1.3,0.6,3.1,98,12.98807145,3.414674216,13.74954545,1.841195264,1
19:44:47 445396,-12.9,9.1,19,-0.6,-0.7,2,99,24.70263144,2.202271555,30.58529058,0,1
19:44:47 998709,-4,0.6,-9,-0.6,-0.7,2,99,9.867117107,2.202271555,21.89292123,1.526433752,1
19:44:48 570314,-1.5,15,7.3,0,-0.8,0.6,99,16.74932834,1,19.20260399,0,1
19:44:49 139741,2.4,-3.8,7,0,-0.8,0.6,99,8.318653737,1,7.211795893,3.472751071,1
19:44:49 724453,8.8,-5,10.1,2.1,-2.6,-1.5,100,14.29860133,3.663331817,35.73373756,0,1
19:44:50 203992,-11.3,24.2,5.6,2.1,-2.6,-1.5,100,27.28900878,3.663331817,22.74203157,8.904493248,1
19:44:50 702981,-14.5,2.8,12.6,-3.9,0.1,4.5,100,19.41262476,5.955669568,23.40042735,0,1
19:44:51 280668,6.2,-6.9,7.6,-3.9,0.1,4.5,100,11.99208072,5.955669568,32.23119607,3.591656999,1
19:44:51 893637,34.4,-22.5,7.1,-0.4,-0.6,4.1,101,41.71354696,4.162931659,58.43654678,0,1
19:44:52 368114,-10.7,14.6,5,-0.4,-0.6,4.1,101,18.77897761,4.162931659,12.14042833,17.81291666,1
19:44:53 032707,-6.6,3.3,3.3,10.8,-3.7,-9.4,101,8.083316151,14.78817095,10.2146953,21.29131278,1
19:44:53 597480,-2.3,0.4,12.1,-2,1.5,6.8,102,12.32314895,7.244998275,8.237111144,0,1
19:44:53 923500,4.5,-1.1,7.7,-2,1.5,6.8,102,8.986100378,7.244998275,46.22499324,7.940403012,1
19:44:54 595017,39.2,-9,37.2,0.7,0.5,-0.6,102,54.78576457,1.048808848,61.89111406,0,1
19:44:55 190159,-8.1,2.9,-0.9,0.7,0.5,-0.6,102,8.650433515,1.048808848,10.29174426,13.6458785,0
19:44:55 665143,-6.1,-2.7,7.5,-12.9,1,0.4,103,10.03742995,12.94488316,11.91049957,0,0
19:44:56 307592,4.3,-8.4,6.4,-12.9,1,0.4,103,11.40219277,12.94488316,13.44172608,13.11297068,0
19:44:56 885542,-4.5,1.6,8.2,-0.6,-2.5,3.3,104,9.489467846,4.183300133,0.948683298,0,0
19:44:57 135290,-5,0.9,8.6,-0.6,-2.5,3.3,104,9.98849338,4.183300133,0.458257569,4.138840417,0
19:44:57 828905,-5.1,1.1,8.2,0.2,0,0.1,104,9.719053452,0.223606798,0.447213595,0.412310563,0
19:44:58 462137,-5.3,0.7,8.2,-0.2,0,0,104,9.788769075,0.2,0.591607978,0,0
19:44:59 015554,-5.6,0.2,8.1,-0.2,0,0,105,9.849365462,0.2,0.574456265,0.173205081,0
19:44:59 681525,-5.4,-0.3,7.9,-0.3,0.1,-0.1,106,9.573922916,0.331662479,12.06026534,0,0
19:44:59 955621,-10,9.9,12.4,-0.3,0.1,-0.1,106,18.75553252,0.331662479,12.3,6.63777071,1
19:45:00 700475,-7.7,-0.7,6.6,-3.7,0,5.6,107,10.16562836,6.711929678,2.477902339,0,0
19:45:01 250838,-7.1,-3,5.9,-3.7,0,5.6,107,9.706698718,6.711929678,0.141421356,6.712674579,0
19:45:01 687375,-7.1,-3.1,6,0,0.1,0,107,9.798979539,0.1,0.316227766,0.141421356,0
19:45:02 267406,-7.1,-3.2,6.3,0.1,0,0,107,10.01698557,0.1,0.412310563,0,0
19:45:02 900274,-6.9,-2.9,6.1,0.1,0,0,107,9.655568342,0.1,0.173205081,0.141421356,0
19:45:03 394510,-7,-3,6.2,0,0,0.1,107,9.820386958,0.1,0.316227766,0,0
19:45:04 033507,-7.1,-3,5.9,0,0,0.1,107,9.706698718,0.1,0.748331477,0.3,0
19:45:04 239393,-7.7,-3.4,6.1,-0.2,-0.1,-0.1,107,10.3951912,0.244948974,6.216912417,0,0
19:45:04 927098,-1.7,-3.7,7.7,-0.2,-0.1,-0.1,107,8.710338685,0.244948974,6.181423784,0.6164414,1
19:45:05 531816,-7.5,-3.3,5.6,-0.3,0.5,-0.2,107,9.924716621,0.6164414,1.019803903,0,0
19:45:06 068362,-6.7,-3.5,6.2,-0.3,0.5,-0.2,107,9.776502442,0.6164414,0.141421356,0.6164414,0
19:45:06 715033,-6.6,-3.6,6.2,0,0,0,106,9.744742172,0,0.244948974,0,0
19:45:07 295805,-6.7,-3.7,6,0,0,0,106,9.725224933,0,1.187434209,0,0
19:45:07 836591,-6.3,-3.2,7,0,0,0,106,9.946356117,0,2.054263858,0.1,0
19:45:08 071525,-7,-3.9,5.2,0,0.1,0,106,9.552486587,0.1,0.608276253,0,0
19:45:08 895687,-6.9,-3.9,5.8,0,0.1,0,106,9.821405195,0.1,12.4675579,0.458257569,0
19:45:09 390587,-17.1,2.3,9.4,-0.1,-0.1,-0.4,106,19.6484096,0.424264069,9.863569334,0,1
19:45:09 944973,-8.3,-0.8,6.2,-0.1,-0.1,-0.4,104,10.39086137,0.424264069,4.036087214,0.223606798,0
19:45:10 531222,-5.4,-3.6,6.4,0,-0.1,-0.2,103,9.114823092,0.223606798,5.54436651,0,0
19:45:11 128951,-6.5,1.7,7.6,0,-0.1,-0.2,103,10.14396372,0.223606798,5.459853478,1.469693846,0
19:45:11 696349,-2.6,5.5,7.2,0.6,-0.7,1,103,9.426027795,1.360147051,12.25316286,1.396424004,0
20:04:20 285924,-5.5,-6.2,5,-0.1,-0.2,-0.1,82,9.679359483,0.244948974,0.316227766,0.223606798,0
20:04:20 857741,-5.4,-5.9,5,-0.1,0,-0.2,82,9.432391001,0.223606798,0.141421356,0,0
20:04:20 969328,-5.5,-5.9,4.9,-0.1,0,-0.2,82,9.437690395,0.223606798,0.806225775,0.331662479,0
20:04:21 742884,-5.5,-6.7,4.8,0,0.1,0.1,82,9.908582139,0.141421356,0.331662479,0,0
20:04:22 495427,-5.4,-6.4,4.9,0,0.1,0.1,84,9.702061637,0.141421356,4.348562981,9.841747812,0
20:04:22 600454,-2.1,-4.5,7,7.4,-3,-5.6,85,8.582540416,9.752948272,5.116639522,0,0
20:04:23 283718,-6.4,-5.7,4.5,7.4,-3,-5.6,85,9.679876032,9.752948272,1.034408043,9.849365462,0
20:04:23 929805,-6.1,-6.4,3.8,-0.2,0,-0.1,85,9.623408959,0.223606798,1.516575089,0,0
20:04:24 276639,-7,-5.4,4.5,-0.2,0,-0.1,85,9.92018145,0.223606798,0.574456265,0.282842712,0
20:04:24 965098,-6.6,-5.8,4.6,0,0,0.1,85,9.917661015,0.1,0.223606798,0,0
20:04:25 465722,-6.7,-5.8,4.4,0,0,0.1,85,9.893937538,0.1,0.244948974,0.1,0
20:04:26 015830,-6.5,-5.9,4.3,0,0,0,85,9.774968031,0,13.35440002,0.412310563,0
20:04:26 544059,-15,-5.9,14.6,0,-0.4,-0.1,85,21.74787346,0.412310563,12.69527471,0,1
20:04:27 291759,-6.6,-7.4,5.2,0,-0.4,-0.1,85,11.196428,0.412310563,1.984943324,0.424264069,0
20:04:27 618922,-6.6,-5.9,3.9,0.1,0,0,85,9.67367562,0.1,0.412310563,0,0
20:04:28 193789,-6.5,-5.9,4.3,0.1,0,0,85,9.774968031,0.1,0.331662479,0.1,0
20:04:28 687631,-6.6,-6,4,0,0,0,85,9.775479528,0,0.360555128,0,0
20:04:29 247873,-6.6,-5.8,4.3,0,0,0,85,9.782126558,0,0.141421356,0.1,0
20:04:29 847285,-6.7,-5.8,4.4,-0.1,0,0,88,9.893937538,0.1,0.458257569,0.1,0
20:04:30 457907,-6.6,-6,4,0,0,0,88,9.775479528,0,0.447213595,0,0
20:04:30 886159,-6.8,-5.6,4,0,0,0,89,9.674709298,0,16.46268508,5.65862174,1
20:04:31 521648,5.1,5.4,1.1,4.8,-1.3,-2.7,89,7.508661665,5.65862174,18.49783771,0,1
20:04:32 069643,-9.3,-5.5,5.1,4.8,-1.3,-2.7,91,11.94780315,5.65862174,2.844292531,5.743692192,1
20:04:32 686019,-6.5,-5.8,4.7,-0.1,0,0,91,9.898484733,0.1,0.244948974,0,0
20:04:33 107226,-6.6,-5.6,4.6,-0.1,0,0,91,9.802040604,0.1,0.953939201,0.331662479,0
20:04:33 687983,-6.7,-5.9,3.7,0.2,0.1,-0.1,91,9.663850164,0.244948974,0.6164414,0,0
20:04:34 299839,-6.6,-5.8,4.3,0.2,0.1,-0.1,91,9.782126558,0.244948974,0.141421356,0.244948974,0
20:04:34 769836,-6.7,-5.7,4.3,0,0,0,91,9.791322689,0,0.223606798,0,0
20:04:35 400405,-6.7,-5.6,4.1,0,0,0,91,9.646761114,0,0.447213595,0.1,0
20:04:35 846792,-6.3,-5.6,4.3,0,-0.1,0,93,9.462557794,0.1,13.32741535,7.305477397,0
20:04:36 464104,-18.4,-1.6,0.4,4.6,1.3,-5.5,93,18.47376518,7.286974681,11.4166545,0,1
20:04:37 661441,-9.1,-5.7,5.6,4.6,1.3,-5.5,94,12.11032617,7.286974681,2.630589288,7.497999733,0
20:04:37 823278,-6.7,-5.3,4.6,-0.3,-0.1,0,94,9.702576977,0.316227766,0.989949494,0,0
20:04:38 009270,-7,-5.8,3.8,-0.3,-0.1,0,95,9.852918349,0.316227766,0.538516481,0.316227766,0
20:04:38 617588,-6.6,-6,4.1,0,0,0,95,9.816822296,0,0.538516481,0,0
20:04:39 129738,-6.9,-5.6,3.9,0,0,0,95,9.704638066,0,0.1,0,0
20:04:39 674664,-6.9,-5.7,3.9,0,0,0,96,9.762684057,0,0.223606798,0,0
20:04:40 248013,-6.9,-5.9,4,0,0,0,96,9.92068546,0,0.331662479,0,0
20:04:40 777731,-6.8,-5.6,4.1,0,0,0,96,9.716480844,0,0.1,0,0
20:04:41 268816,-6.8,-5.6,4,0,0,0,96,9.674709298,0,25.0243881,0,0
20:04:41 889808,-10.2,17.9,11.9,0,0,0,96,23.79201547,0,23.16160616,0.469041576,1
20:04:42 427475,-7.1,-4.2,5.7,0.3,-0.2,0.3,96,10.02696365,0.469041576,1.374772708,0,0
20:04:42 973425,-7.3,-5,4.6,0.3,-0.2,0.3,96,9.972462083,0.469041576,0.489897949,0.734846923,0
20:04:43 574641,-7.5,-5.2,4.2,-0.3,0.1,0,96,10.04639239,0.316227766,0.655743852,0,0
20:04:44 033978,-7.2,-4.7,3.9,-0.3,0.1,0,96,9.441398202,0.316227766,0.547722558,0.316227766,0
20:04:44 667319,-7.4,-5.2,3.8,0,0,0,96,9.810198775,0,0.331662479,0,0
20:04:45 132874,-7.1,-5.1,3.9,0,0,0,96,9.572356032,0,0.316227766,0.141421356,0
20:04:45 667799,-7.1,-5.4,4,0.1,0.1,0,96,9.775990998,0.141421356,1.144552314,0.3,0
20:04:46 250226,-6.8,-4.3,3.9,-0.1,-0.1,-0.1,96,8.940917179,0.173205081,4.619523785,0,0
20:04:46 775642,-11,-4.6,5.8,-0.1,-0.1,-0.1,96,13.25895924,0.173205081,5.916924877,0.223606798,0
20:04:47 354890,-6.4,-6.5,2.6,-0.1,0.1,0,96,9.48525171,0.141421356,0.640312424,0,0
20:04:47 846193,-7,-6.3,2.7,-0.1,0.1,0,95,9.796938297,0.141421356,1.15758369,0.223606798,0
20:04:48 381016,-6.3,-6.1,3.6,0.1,0,0,95,9.479451461,0.1,0.640312424,0,0
20:04:48 887907,-6.8,-5.7,3.6,0.1,0,0,95,9.575489544,0.1,0.4,0.1,0
20:04:49 475196,-6.8,-6.1,3.6,0,0,0,95,9.818859404,0,0.244948974,0,0
20:04:50 085292,-7,-6,3.7,0,0,0,96,9.934284071,0,0.424264069,0,0
20:04:50 647630,-6.6,-6.1,3.6,0,0,0,96,9.681425515,0,0.3,0.1,0
20:04:51 281278,-6.8,-6.3,3.7,0,0,0.1,96,9.980981916,0.1,37.41831103,0,0
