"|","|__gyro","|__gyro-x","|__gyro-y","|__gyro-z","|__acc","|__acc-x","|__acc-y","|__acc-z"
"20:11:37 150027","","","","","1199.5678178096641","-5.785764694213867","33.87778854370117","-4.288145065307617"
"20:11:37 328968","0.01549053239159548","0.07776641845703125","-0.06817817687988281","-0.0692434310913086","","","",""
"20:11:38 169410","","","","","84.96217397655982","-4.77298641204834","-7.762238502502441","-1.3886785507202148"
"20:11:38 538772","0.26911610659681173","-0.5134725570678711","-0.019174575805664062","-0.07137489318847656","","","",""
"20:11:39 196122","","","","","98.31308796478243","-3.4812746047973633","-9.039584159851074","-2.1165380477905273"
"20:11:39 269217","0.001635296105632733","-0.025567054748535156","-0.01810932159423828","-0.025567054748535156","","","",""
"20:11:40 084407","","","","","99.28950023560719","-3.337618827819824","-9.080286026000977","-2.387091636657715"
"20:11:40 630622","0.005488031675668026","-0.05539512634277344","-0.04687213897705078","-0.014913558959960938","","","",""
"20:11:40 935995","","","","","96.9172679162848","-3.1592445373535156","-9.049160957336426","-2.2470264434814453"
"20:11:41 511857","0.0012074403575752513","0.023435592651367188","-0.025567054748535156","0.0021305084228515625","","","",""
"20:11:41 943502","","","","","878.1910624241973","-27.337827682495117","-10.556356430053711","-4.404268264770508"
"20:11:42 256834","20.51644412144924","3.2118701934814453","-2.9135866165161133","1.3081846237182617","","","",""
"20:11:43 030546","","","","","56.89728658046988","-1.9896421432495117","-7.11578369140625","1.517970085144043"
"20:11:43 186066","2.03874852511035","-0.3110666275024414","1.039729118347168","-0.9278736114501953","","","",""
"20:11:44 009981","","","","","100.61665057296068","-2.2051267623901367","-9.785400390625","-0.0023937225341796875"
"20:11:44 210833","0.029893037024521618","0.09267997741699219","-0.1214437484741211","0.0809621810913086","","","",""
"20:11:44 958247","","","","","89.88849963266512","-3.130514144897461","-8.917475700378418","0.7529993057250977"
"20:11:45 200934","0.0035803855062113144","0.03728485107421875","-0.030893325805664062","0.03515434265136719","","","",""
"20:11:46 160260","","","","","94.63107532465165","-3.1029796600341797","-9.199999809265137","0.6021595001220703"
"20:11:46 540862","0.006433422237932973","0.007456779479980469","-0.057525634765625","0.05539512634277344","","","",""
"20:11:47 000328","","","","","691.7740381740441","-20.651817321777344","16.072765350341797","2.634899139404297"
"20:11:47 158634","433.01502357604477","17.10973358154297","-2.963655471801758","-11.466856002807617","","","",""
"20:11:48 103487","","","","","66.26636564590535","-1.939361572265625","-5.780975341796875","5.39310359954834"
"20:11:48 411691","14.908106419207797","-3.611355781555176","-0.40055084228515625","1.3060531616210938","","","",""
"20:11:48 924991","","","","","98.2149941561629","-4.320467948913574","-8.909095764160156","-0.4201946258544922"
"20:11:49 537602","0.009599729713045235","0.09694194793701172","0.0031957626342773438","-0.013848304748535156","","","",""
"20:11:50 052807","","","","","93.37413861999539","-4.1588544845581055","-8.71396255493164","-0.3806896209716797"
"20:11:50 367355","0.000131632918055402","0","0.010652542114257812","-0.004261016845703125","","","",""
"20:11:50 792819","","","","","94.72774148200187","-4.093011856079102","-8.828887939453125","-0.1604156494140625"
"20:11:51 121296","0.0024602591847724398","0.04474163055419922","0.021305084228515625","-0.0021305084228515625","","","",""
"20:11:51 995058","","","","","810.6010956775626","-28.167444229125977","0.24301815032958984","4.139700889587402"
"20:11:52 390419","104.60814399596438","9.834820747375488","0.39202880859375","-2.780424118041992","","","",""
"20:11:52 938316","","","","","67.75063933784077","-0.07781314849853516","1.0606632232666016","8.162081718444824"
"20:11:53 380668","47.83356931076014","-6.709239959716797","0.4484891891479492","1.6181859970092773","","","",""
"20:11:53 781791","","","","","94.08514363768609","-5.318881034851074","-8.102225303649902","-0.38547801971435547"
"20:11:53 966879","0.05003532082446327","-0.1320962905883789","-0.14168357849121094","-0.11185550689697266","","","",""
"20:11:54 726475","","","","","94.97320890917126","-4.288145065307617","-8.751073837280273","-0.06105327606201172"
"20:11:55 169318","0.021136672513421217","-0.012783050537109375","-0.0170440673828125","-0.1438150405883789","","","",""
"20:11:55 885905","","","","","97.97330979324852","-4.820871353149414","-8.608613967895508","0.7901105880737305"
"20:11:56 027840","0.03411366655382153","0.057525634765625","0.1725778579711914","-0.031958580017089844","","","",""
"20:11:56 809545","","","","","106.03510001551786","-4.707143783569336","-9.150917053222656","0.37230968475341797"
"20:11:57 221448","0.9745521226150231","0.7339887619018555","0.25140953063964844","-0.6104145050048828","","","",""
"20:11:57 934068","","","","","119.26991378881394","5.154872894287109","-2.8922834396362305","9.183239936828613"
"20:11:58 005234","10.033023886604497","-2.553516387939453","0.6146755218505859","1.7705230712890625","","","",""
"20:11:58 960295","","","","","96.84156310791604","-5.054313659667969","-8.327286720275879","1.3970584869384766"
"20:11:59 065458","0.0026793219540195423","-0.03621959686279297","-0.03621959686279297","0.007456779479980469","","","",""
"20:11:59 881516","","","","","96.65638235585357","-5.141704559326172","-8.315315246582031","1.0367202758789062"
"20:12:00 197787","0.0013595031368822674","0.009587287902832031","-0.02769756317138672","-0.022370338439941406","","","",""
"20:12:00 903980","","","","","97.68666656790992","-5.030370712280273","-8.466155052185059","0.8403902053833008"
"20:12:01 355951","0.000651355991067248","-0.01597881317138672","-0.019174575805664062","-0.005326271057128906","","","",""
"20:12:01 827142","","","","","94.33621885457706","-4.974104881286621","-8.292570114135742","0.9098243713378906"
"20:12:01 942789","0.000828379570521065","0.01597881317138672","0.020239830017089844","-0.012783050537109375","","","",""
"20:12:02 745524","","","","","119.23560610356799","-2.1021728515625","4.0020294189453125","9.939830780029297"
"20:12:02 930910","0.11197459153208911","-0.010652542114257812","-0.33237171173095703","0.03728485107421875","","","",""
"20:12:03 670820","","","","","102.96183389785256","-5.231490135192871","-8.61460018157959","-1.175588607788086"
"20:12:04 057273","0.03380156511957466","-0.10865974426269531","-0.1438150405883789","0.03621959686279297","","","",""
"20:12:04 690485","","","","","94.39604467188747","-4.8998823165893555","-8.249472618103027","-1.5275468826293945"
"20:12:04 830390","0.0030617484353570035","-0.03515434265136719","-0.042611122131347656","0.0031957626342773438","","","",""
"20:12:05 718209","","","","","98.50661164022586","-4.816082954406738","-8.54636287689209","-1.5071954727172852"
"20:12:05 862494","0.00551754373282165","0.03621959686279297","-0.01597881317138672","0.0628519058227539","","","",""
"20:12:06 637255","","","","","100.90057700577472","-4.890305519104004","-8.658893585205078","-1.417409896850586"
"20:12:06 857129","0.0052758343972527655","0.012783050537109375","-0.06498241424560547","0.02982807159423828","","","",""
"20:12:07 561063","","","","","158.77180420131936","6.419050216674805","-10.605439186096191","2.256603240966797"
"20:12:07 979472","19.29768415271792","-1.7449560165405273","-1.1856746673583984","3.8531789779663086","","","",""
"20:12:08 698017","","","","","95.26969100185033","-6.13413143157959","-7.571893692016602","0.5554714202880859"
"20:12:08 866137","0.16512668429004407","-0.3504819869995117","-0.20453643798828125","-0.021305084228515625","","","",""
"20:12:09 609921","","","","","112.9088057166864","-6.262225151062012","-8.47453498840332","1.3695249557495117"
"20:12:09 808632","0.2196871523565278","0.41866111755371094","-0.019174575805664062","0.20986270904541016","","","",""
"20:12:10 630024","","","","","103.276856683593","-6.263422012329102","-7.937020301818848","1.0247488021850586"
"20:12:11 353511","0.014716615520228515","0.0745706558227539","-0.019174575805664062","0.09374523162841797","","","",""
"20:12:11 595505","","","","","97.58413614030997","-6.171242713928223","-7.6604814529418945","0.9038381576538086"
"20:12:11 911646","0.000814762372101541","0.014913558959960938","0.022370338439941406","0.009587287902832031","","","",""
"20:12:12 679227","","","","","1926.4305697804602","34.415306091308594","-27.03974151611328","-3.2969160079956055"
"20:12:13 031529","313.4507913956113","-15.566118240356445","1.5894222259521484","8.283748626708984","","","",""
"20:12:13 704124","","","","","89.72077446215371","-6.262225151062012","-6.883539199829102","1.7669744491577148"
"20:12:14 012112","0.09003552123067493","-0.2364950180053711","0.13529205322265625","-0.12570476531982422","","","",""
"20:12:14 624597","","","","","91.51875474399367","-6.160468101501465","-7.213949203491211","1.2354450225830078"
"20:12:14 818698","0.029837386730832804","-0.1320962905883789","-0.11079025268554688","-0.010652542114257812","","","",""
"20:12:15 547527","","","","","95.43537514193486","-6.207157135009766","-7.522810935974121","0.5602598190307617"
"20:12:15 994994","0.0045223006536616595","-0.06711292266845703","0","-0.004261016845703125","","","",""
"20:12:16 582928","","","","","92.56463377533328","-6.097020149230957","-7.407885551452637","0.7170848846435547"
"20:12:17 049471","0.023348405634351366","0.08735370635986328","0.026632308959960938","-0.12250900268554688","","","",""
"20:12:17 459776","","","","","73.19685780676537","-3.518385887145996","-7.787378311157227","0.4178009033203125"
"20:12:17 712365","14.928897499175037","-3.8105669021606445","0.34835147857666016","0.5358438491821289","","","",""
"20:12:18 516536","","","","","100.16553262044363","-5.6109819412231445","-8.073493957519531","-1.8711252212524414"
"20:12:18 705520","0.004210219538435922","-0.061786651611328125","0.01597881317138672","0.011717796325683594","","","",""
"20:12:19 542286","","","","","98.22072671131264","-5.626544952392578","-7.965751647949219","-1.763382911682129"
"20:12:19 872599","0.00938398793550732","-0.0809621810913086","-0.04474163055419922","-0.0287628173828125","","","",""
"20:12:20 402766","","","","","96.81316312389663","-5.473311424255371","-7.939414024353027","-1.9549245834350586"
"20:12:20 870238","0.0024058310282271123","-0.025567054748535156","-0.010652542114257812","-0.040480613708496094","","","",""
"20:12:21 481425","","","","","102.40374518733552","-5.318881034851074","-8.280598640441895","-2.354768753051758"
"20:12:21 624255","0.07158403143785108","0.21199321746826172","-0.12890052795410156","-0.10013771057128906","","","",""
"20:12:22 824096","","","","","82.88544667021597","-4.094209671020508","-7.593441963195801","2.909043312072754"
"20:12:22 919677","10.370091722395046","-3.096817970275879","0.7797966003417969","0.4144001007080078","","","",""
"20:12:23 433378","","","","","93.92424443125674","-3.987664222717285","-8.560729026794434","-2.1763954162597656"
"20:12:24 047293","0.004980868246093451","0.00852203369140625","0.04900360107421875","-0.05006885528564453","","","",""
"20:12:24 376948","","","","","99.41739229960513","-3.6081714630126953","-8.777410507202148","-3.058685302734375"
"20:12:24 692876","0.00181686891028221","0.014913558959960938","-0.02769756317138672","-0.0287628173828125","","","",""
"20:12:25 478725","","","","","92.31678136980554","-3.587820053100586","-8.372777938842773","-3.0562915802001953"
"20:12:25 880985","0.002924437621004472","0.004261016845703125","-0.042611122131347656","-0.033023834228515625","","","",""
"20:12:26 459615","","","","","454.3001528899358","10.81493854522705","14.675705909729004","11.043591499328613"
"20:12:26 927093","205.82448287450552","-13.474940299987793","3.632661819458008","-3.3247909545898438","","","",""
"20:12:27 530395","","","","","132.46684076282963","-5.193181037902832","-10.204398155212402","-1.169602394104004"
"20:12:27 729911","0.20215585662754165","-0.2535400390625","-0.13955307006835938","-0.34409046173095703","","","",""
"20:12:28 449269","","","","","98.05984300639193","-4.036746978759766","-8.620585441589355","-2.729473114013672"
"20:12:28 757426","0.015540472278189554","0.08735370635986328","-0.06498241424560547","0.060721397399902344","","","",""
"20:12:29 460166","","","","","90.68299253970872","-3.9445667266845703","-8.212361335754395","-2.7713727951049805"
"20:12:29 645893","0.005008001049645827","-0.04900360107421875","0.020239830017089844","-0.04687213897705078","","","",""
"20:12:30 579129","","","","","96.82109403009326","-4.01400089263916","-8.517631530761719","-2.8563690185546875"
"20:12:30 999168","0.0022185945499586524","-0.0010652542114257812","-0.0287628173828125","0.03728485107421875","","","",""
"20:12:31 522691","","","","","93.77261074665148","-4.204345703125","-8.299753189086914","-2.685178756713867"
"20:12:31 681766","0.000497027742312639","-0.01810932159423828","0.007456779479980469","0.010652542114257812","","","",""
"20:12:32 343677","","","","","90.02410677151602","1.1815738677978516","-1.7430315017700195","9.251477241516113"
"20:12:32 439854","0.07377993065711053","-0.2311687469482422","0.1384878158569336","0.034089088439941406","","","",""
"20:12:33 260627","","","","","96.06751685485597","-4.586233139038086","-7.964554786682129","-3.405855178833008"
"20:12:33 774753","0.13840754252578336","-0.2812376022338867","0.20986270904541016","-0.12357425689697266","","","",""
"20:12:34 302484","","","","","95.79585231408146","-4.953753471374512","-7.56471061706543","-3.7458419799804688"
"20:12:34 555519","0.018808918900504068","-0.09907245635986328","-0.09481048583984375","-0.0021305084228515625","","","",""
"20:12:35 291375","","","","","95.68014253445835","-5.144098281860352","-7.434222221374512","-3.7350683212280273"
"20:12:35 425059","0.0013039036402915372","0.014913558959960938","-0.013848304748535156","0.02982807159423828","","","",""
"20:12:36 437306","","","","","98.52353865026907","-5.223110198974609","-7.515627861022949","-3.84161376953125"
"20:12:36 580809","0.005838729394781694","0.02982807159423828","-0.05965614318847656","0.03728485107421875","","","",""
"20:12:37 360037","","","","","306.9484137921636","-9.92785930633545","-14.406350135803223","0.9182043075561523"
"20:12:37 546313","3.3780559844171876","-1.1441287994384766","0.6594181060791016","-1.278355598449707","","","",""
"20:12:38 278520","","","","","108.10524315475232","-6.644111633300781","-7.077475547790527","-3.7242937088012695"
"20:12:38 794091","0.006366454757881002","0.021305084228515625","0.052199363708496094","-0.05646038055419922","","","",""
"20:12:39 306570","","","","","93.77317469431819","-5.619361877441406","-6.87276554107666","-3.867950439453125"
"20:12:39 422674","0.0011053235602958011","-0.007456779479980469","-0.005326271057128906","-0.031958580017089844","","","",""
"20:12:40 329573","","","","","95.93264495904532","-5.6828107833862305","-6.909875869750977","-3.9864673614501953"
"20:12:40 442586","0.00988895497903286","-0.09374523162841797","-0.0031957626342773438","0.033023834228515625","","","",""
"20:12:41 271673","","","","","99.08045116320318","-5.923435211181641","-6.999661445617676","-3.872738838195801"
"20:12:41 687767","0.000918074891160359","-0.013848304748535156","0.00852203369140625","0.025567054748535156","","","",""
"20:12:42 042943","","","","","131.58205218954117","-0.8499670028686523","0.8691215515136719","11.40632438659668"
"20:12:42 606443","0.07403426059318008","0.1779041290283203","-0.023435592651367188","0.20453643798828125","","","",""
"20:12:43 087018","","","","","125.645027792586","-7.421053886413574","-7.7550554275512695","-3.2298765182495117"
"20:12:43 395215","0.10960282381893194","-0.3057394027709961","0.12677001953125","0.007456779479980469","","","",""
"20:12:44 096826","","","","","95.71739280292059","-5.056707382202148","-6.980507850646973","-4.6281328201293945"
"20:12:44 567015","0.037255839149111125","-0.1896219253540039","0.020239830017089844","0.02982807159423828","","","",""
"20:12:45 039424","","","","","93.66964004927377","-4.946571350097656","-7.6640729904174805","-3.2346649169921875"
"20:12:45 385593","0.017229291375770117","-0.12570476531982422","0.03515434265136719","0.013848304748535156","","","",""
"20:12:46 163290","","","","","96.29937236604837","-4.82326602935791","-7.824489593505859","-3.436981201171875"
"20:12:46 469495","0.0047265931716538034","0.06391716003417969","0.024501800537109375","-0.0063915252685546875","","","",""
"20:12:46 992170","","","","","603.7696202157904","10.037996292114258","19.99937629699707","10.150527000427246"
"20:12:47 356794","2.540448027869388","1.443476676940918","-0.1033334732055664","0.6679410934448242","","","",""
"20:12:48 109879","","","","","108.75539671101615","-5.9306182861328125","-6.464541435241699","-5.638516426086426"
"20:12:48 508869","0.44677727986800164","-0.6455698013305664","0.024501800537109375","-0.17151260375976562","","","",""
"20:12:49 079608","","","","","94.52902353088302","-4.180402755737305","-6.06350040435791","-6.347221374511719"
"20:12:49 545467","0.004177299118055089","0.021305084228515625","0.0170440673828125","-0.05859088897705078","","","",""
"20:12:50 118208","","","","","99.0387764445868","-4.192374229431152","-6.221522331237793","-6.538763999938965"
"20:12:50 571346","0.0016636388545521186","-0.03728485107421875","-0.01597881317138672","0.004261016845703125","","","",""
"20:12:51 078864","","","","","94.9310810176703","-4.149277687072754","-5.900689125061035","-6.549537658691406"
"20:12:51 462130","0.000604877295700135","0.0021305084228515625","0.024501800537109375","0","","","",""
"20:12:52 094007","","","","","3411.107225357442","39.22300720214844","-18.853715896606445","38.951255798339844"
"20:12:52 540381","39.10012541678407","5.282807350158691","-1.964406967163086","2.70798397064209","","","",""
"20:12:52 942286","","","","","96.63720199833642","-4.757423400878906","-6.398698806762695","-5.749850273132324"
"20:12:53 337019","0.2991437175669489","-0.45168495178222656","-0.3046741485595703","-0.04793834686279297","","","",""
"20:12:54 050936","","","","","94.48106103836744","-4.5634870529174805","-6.3256731033325195","-5.8001298904418945"
"20:12:54 355149","0.004116064394111163","-0.05006885528564453","0.007456779479980469","-0.03941535949707031","","","",""
"20:12:54 946624","","","","","96.65429457384562","-4.425816535949707","-6.344827651977539","-6.067091941833496"
"20:12:55 120565","0.0037778958394483197","-0.0287628173828125","0.010652542114257812","-0.053264617919921875","","","",""
"20:12:55 997256","","","","","96.236809087256","-4.485672950744629","-6.452569961547852","-5.871957778930664"
"20:12:56 118350","0.000920295659852854","0.022370338439941406","0.0031957626342773438","0.020239830017089844","","","",""
"20:12:57 020262","","","","","846.6006453569516","-27.868160247802734","-5.308106422424316","-6.464541435241699"
"20:12:57 387202","503.46579487870986","20.538925170898438","-5.379749298095703","-7.257867813110352","","","",""
"20:12:57 940649","","","","","182.46343160388824","-11.208796501159668","-6.8248796463012695","-3.2011451721191406"
"20:12:58 129977","3.93948420219931","-0.8330621719360352","1.756673812866211","0.39948558807373047","","","",""
"20:12:59 068079","","","","","94.0504145237037","-5.021990776062012","-6.8871307373046875","-4.625738143920898"
"20:12:59 379745","0.003374939935383736","0.022370338439941406","-0.040480613708496094","-0.03515434265136719","","","",""
"20:12:59 945585","","","","","94.5964838070986","-5.006427764892578","-6.790163040161133","-4.840025901794434"
"20:13:00 348170","0.01051536236082029","-0.09481048583984375","0.03835010528564453","0.007456779479980469","","","",""
"20:13:00 912806","","","","","101.04753706491101","-4.9058685302734375","-7.024801254272461","-5.256629943847656"
"20:13:01 397891","0.0020925907638229546","-0.042611122131347656","-0.010652542114257812","0.012783050537109375","","","",""
"20:13:01 933018","","","","","94.80622014921482","-4.77298641204834","-6.827274322509766","-5.041145324707031"
"20:13:02 398819","0.00994341970908863","0.034089088439941406","0.09267997741699219","-0.013848304748535156","","","",""
"20:13:02 965562","","","","","256.2472815937663","-14.190865516662598","-4.346805572509766","-5.997657775878906"
"20:13:03 130883","0.12913482266776555","-0.184295654296875","0.2993478775024414","-0.0745706558227539","","","",""
"20:13:03 983570","","","","","105.60326230725514","-5.297332763671875","-6.622563362121582","-5.8037214279174805"
