"|","|__acc","|__gyro"
"01:43:22 951045","121.28919486519771",""
"01:43:23 194864","","61294.00928792925"
"01:43:23 994786","193.17902176433654",""
"01:43:24 404832","","2380.5270125732823"
"01:43:24 909686","108.38096539691469",""
"01:43:25 378488","","8104.714136152333"
"01:43:25 929787","37.44666800836603",""
"01:43:26 376697","","8007.836838044213"
"01:43:26 928256","138.31777390255684",""
"01:43:27 502287","","35476.3603985475"
"01:43:27 977022","87.26270982413826",""
"01:43:28 187875","","1142.1597303184699"
"01:43:28 958082","94.21200902437795",""
"01:43:29 384927","","49240.94758441328"
"01:43:29 810787","43.915512460951504",""
"01:43:30 230042","","355.66130014802366"
"01:43:30 776865","240.8797126616073",""
"01:43:31 221402","","812.4254971584633"
"01:43:31 823801","71.62197731407377",""
"01:43:32 297125","","53489.97639319589"
"01:43:32 780794","122.38391315274384",""
"01:43:33 011150","","17649.644506879216"
"01:43:33 787739","247.77327632058405",""
"01:43:34 208240","","422.04280691161875"
"01:43:34 768719","250.13140499870497",""
"01:43:35 069398","","1359.170509085723"
"01:43:35 966745","91.45531115013546",""
"01:43:36 144290","","16206.665550540438"
"01:43:36 761649","46.147569853365894",""
"01:43:37 199682","","41400.843115859774"
"01:43:37 801452","130.11291245016946",""
"01:43:37 987928","","1957.587807880278"
"01:43:38 804800","139.12380799304538",""
"01:43:39 154712","","34439.86552889965"
"01:43:39 895794","138.89111220493396",""
"01:43:40 371285","","120460.70015039817"
"01:43:40 760289","177.00265089090135",""
"01:43:41 187729","","2583.1025490772026"
"01:43:41 764184","125.79475298159105",""
"01:43:41 994568","","37.8504043516341"
"01:43:42 578007","67.82909302126973",""
"01:43:42 900146","","93609.80106023658"
"01:43:43 753737","70.83782282196353",""
"01:43:43 872354","","27770.755179362244"
"01:43:44 634494","37.889082774674534",""
"01:43:44 830976","","37467.86007550113"
"01:43:45 782362","74.30696104947674",""
"01:43:46 162795","","17791.383505199432"
"01:43:46 607785","87.22319635896747",""
"01:43:47 028285","","73563.25248989594"
"01:43:47 599136","156.96255536807894",""
"01:43:48 073859","","25330.415503814358"
"01:43:48 601411","114.07372664226023",""
"01:43:48 883236","","4795.548297169824"
"01:43:49 747168","160.43655222115012",""
"01:43:50 158680","","148143.1868796398"
"01:43:50 617484","104.00675886355111",""
"01:43:51 009437","","25402.36662988567"
"01:43:51 638896","61.57602327978475",""
"01:43:52 035162","","10899.519103876246"
"01:43:52 633994","85.61268116847441",""
"01:43:52 836795","","28727.45636539901"
"01:43:53 646002","176.22052115416136",""
"01:43:53 822530","","44896.34016971804"
"01:43:54 614404","80.54567616815802",""
"01:43:54 797949","","7705.459644534147"
"01:43:55 600154","37.65706633611808",""
"01:43:56 061702","","3509.9518339521037"
"01:43:56 643927","80.50242985041041",""
"01:43:57 172469","","93217.68165064506"
"01:43:57 581460","68.36123583025073",""
"01:43:58 019461","","7319.631098475791"
"01:43:58 418366","153.63436127312343",""
"01:43:58 876144","","3830.963853198912"
"01:43:59 414938","106.07258430398633",""
"01:43:59 731099","","80118.13653727513"
"01:44:00 390483","87.17282717443777",""
"01:44:00 729334","","108849.17769114356"
"01:44:01 410535","239.61023617003048",""
"01:44:01 696690","","1936.1012281583626"
"01:44:02 419237","293.7298259450017",""
"01:44:02 675622","","17423.095089629955"
"01:44:03 428277","233.65705841960698",""
"01:44:03 669623","","7299.537370559346"
"01:44:04 410640","181.09059555625936",""
"01:44:04 698991","","68175.9703186942"
"01:44:05 433189","165.43042616227194",""
"01:44:05 643595","","29419.01815134172"
"01:44:06 311653","91.63824631853458",""
"01:44:06 471812","","4900.671665125272"
"01:48:56 720733","18.571420552430027",""
"01:48:56 834465","","383223.02548389515"
"01:48:57 395966","133.6262765314532",""
"01:48:57 712083","","308761.2087551267"
"01:48:58 348229","","203560.88355829232"
"01:48:58 840905","490.8037166039485",""
"01:48:59 331807","","2082.5858767754735"
"01:48:59 402618","2.320615707941215",""
"01:49:00 318824","","212610.4912962076"
"01:49:00 395334","594.7158054127376",""
"01:49:01 354031","","13732.322439151165"
"01:49:01 459747","35.70651159332556",""
"01:49:02 362305","699.4232161988257",""
"01:49:02 429124","","600153.9751667306"
"01:49:03 351491","294.66103083716825",""
"01:49:03 419609","","214268.70234369277"
"01:49:04 323706","204.21921223787103",""
"01:49:04 393560","","310097.4756013077"
"01:49:05 348757","1519.730504992378",""
"01:49:05 450575","","2305.0195053775506"
"01:49:06 178484","","387988.3075326593"
"01:49:06 246347","612.4074728237247",""
"01:49:07 256199","","215540.86681593035"
"01:49:07 336265","222.06406000375955",""
"01:49:08 245996","","393477.5672672238"
"01:49:08 367639","861.8923289310087",""
"01:49:09 272226","","42414.13170911197"
"01:49:09 378934","303.46750427685856",""
"01:49:10 226426","186.35067934433027",""
"01:49:10 300228","","386267.84313050675"
"01:49:11 224387","4.814187621009296",""
"01:49:11 299176","","113397.62737571589"
"01:49:12 254666","373.8949141904204",""
"01:49:12 327429","","61481.39653986985"
"01:49:13 272519","33.31882302070517",""
"01:49:13 373198","","1844.4984891802715"
"01:49:14 105340","","56645.241682798725"
"01:49:14 180141","170.7609576119694",""
"01:49:15 107510","","69.08214044438682"
"01:49:15 178306","309.0021641502717",""
"01:49:16 107811","","143114.2808882463"
"01:49:16 177669","5.062874813601411",""
"01:49:17 169855","","6317.21364214617"
"01:49:17 274569","72.09944290349995",""
"01:49:18 132292","1632.730680732051",""
"01:49:18 205085","","4888.466079718539"
"01:49:19 122652","291.21896152073714",""
"01:49:19 192440","","199818.41514860943"
"01:49:20 112434","99.39487420194473",""
"01:49:20 180253","","78266.07868009058"
"01:49:21 414365","240.26695793251838",""
"01:49:21 486330","","56290.77875889068"
"01:49:21 999440","","27621.803321298783"
"01:49:22 082418","153.20030760131067",""
"01:49:23 038625","","3064.0244492489237"
"01:49:23 114585","4.360517312702541",""
"01:49:24 030773","","1287.5492414827722"
"01:49:24 102707","646.8956194102993",""
"01:49:25 100116","","8877.045160687929"
"01:49:25 209066","440.3792640474512",""
"01:49:26 046130","24.99616488947504",""
"01:49:26 123921","","2976.889888464928"
"01:49:26 986149","","179135.74716249126"
"01:49:27 432802","187.59788358493643",""
"01:49:27 816872","","391.17403304806885"
"01:49:28 379553","5.648175692377663",""
"01:49:28 882426","","60618.21867863393"
"01:49:29 155164","100.8705263251104",""
"01:49:29 819773","","44180.2131194173"
"01:49:30 157782","1486.139661570356",""
"01:49:30 878072","","23834.270342414784"
"01:49:31 259055","24.601622826824496",""
"01:49:31 865021","","428952.50795936916"
"01:49:32 116695","5.468838934104497",""
"01:49:32 904745","","365627.9217098851"
"01:49:33 120133","203.16082246753012",""
"01:49:33 870716","126.84375771844498",""
"01:49:34 114066","","107032.30014101653"
"01:49:34 862106","","1199095.8149056192"
"01:49:35 297172","41.84171533837889",""
"01:49:35 874836","","261367.99810802328"
"01:49:36 415327","202.01947752006618",""
"01:49:36 895330","","360105.3044618168"
"01:49:37 120258","197.94408000068324",""
"01:49:37 879533","","25706.678955882107"
"01:49:38 293413","100.07428560566132",""
"01:49:38 877443","","323857.1122563049"
"01:49:39 298595","622.9264415728512",""
"01:49:39 842343","109.69934631922479",""
"01:49:40 296304","","493451.78421530797"
"01:49:40 878713","669.0718254987123",""
"01:49:41 100909","","152021.26680154624"
"01:49:42 073157","396.40514634131796",""
"01:49:42 226303","","43032.08418782025"
"01:49:42 701449","","42147.15374964318"
"01:49:43 133985","117.7447009103862",""
"01:49:43 799154","","53303.30530121413"
"01:49:44 138252","349.5954984133723",""
"01:49:44 731472","","87219.38486685758"
"01:49:45 105558","151.49120710590978",""
"01:49:45 713472","","160613.07284023127"
"01:49:46 132484","297.05533196901524",""
"01:49:46 687189","37.47328864773226",""
"01:49:46 922688","","110550.02121441843"
"01:49:47 694106","589.4847465891371",""
"01:49:47 930484","","93695.91885643668"
"01:49:48 718844","97.334856071795",""
"01:49:48 913333","","17468.05546552307"
"01:49:49 680946","101.4322401035397",""
"01:49:50 147075","","5632.577759070061"
"01:49:50 697615","","258760.84845674178"
"01:49:50 965926","5.4750496913802635",""
"01:49:51 693840","","767947.9962759351"
"01:49:51 937166","124.73040527965804",""
"01:49:52 702097","","122366.45080120192"
"01:49:53 121568","118.23012879019734",""
"01:49:53 704394","","54384.70868697242"
"01:49:54 084174","988.4295542768959",""
"01:49:54 672577","171.55258626054092",""
"01:49:55 242863","","19595.217889581745"
"01:49:55 689072","461.74695750289993",""
"01:49:55 912477","","17319.61036070793"
"01:49:56 677430","96.01020912475542",""
"01:49:56 946814","","52961.55734396848"
"01:49:57 661379","644.337103832092",""
"01:49:58 095359","","60038.21676434778"
"01:49:58 523609","","41416.09730851097"
"01:49:58 758980","570.2808874789525",""
"01:49:59 538988","","11766.007538949205"
"01:49:59 922010","293.2455359391897",""
"01:50:00 543677","","198.45892884502337"
"01:50:00 956055","149.18532953056092",""
"01:50:01 494489","","5884.490231546258"
"01:50:01 769286","33.60068183954354",""
"01:50:02 514447","97.11522001011781",""
"01:50:02 958519","","21864.463247212487"
"01:50:03 583600","78.72255034120826",""
"01:50:03 782802","","24093.171566761433"
"01:50:04 499474","60.05188855334018",""
"01:50:04 992241","","93804.99049926085"
"01:50:05 523826","","63.071914332646884"
"01:50:05 964649","50.15691862573021",""
"01:50:06 573284","","3524.526010196846"
"01:50:06 786713","61.31144410631987",""
"01:50:07 512921","","12180.897345341647"
"01:50:07 726368","279.48866916337374",""
"01:50:08 535959","","613249.7828689078"
"01:50:08 721455","267.43036109309196",""
"01:50:09 513828","","10945.189544109224"
"01:50:09 956997","31.73084602379913",""
"01:50:10 514077","417.76129717847016",""
"01:50:10 747491","","224226.51939703376"
"01:50:11 354241","","565.7718611188438"
"01:50:11 823074","21.580479060660764",""
"01:50:12 354678","","6400.5028702481795"
"01:50:12 562101","554.6882910706281",""
"01:50:13 519033","","83671.16422719626"
"01:50:13 697552","183.5042541473358",""
"01:50:14 359198","","1456.4039307740622"
"01:50:14 737316","147.64650128041376",""
"01:50:15 346689","","3964.292605216966"
"01:50:15 558135","122.48329023255519",""
"01:50:16 374553","","188924.2471403812"
"01:50:16 782490","272.00228216056894",""
"01:50:17 372785","","66736.86034845546"
"01:50:17 800641","185.93270045211375",""
"01:50:18 314444","144.8110099070882",""
"01:50:18 755649","","18543.314180502297"
"01:50:19 232296","","10304.11071275836"
"01:50:19 631457","346.6278116997246",""
"01:50:20 202693","","35473.919083532266"
"01:50:20 614133","22.65886689263607",""
"01:50:21 174520","","183525.9009222006"
"01:50:21 435685","523.848878066714",""
"01:50:22 196649","","16125.075802418945"
"01:50:22 410087","45.861286313916025",""
"01:50:23 168060","","9944.691512580546"
"01:50:23 473974","141.56059215809728",""
"01:50:24 172482","","995.8336857497789"
"01:50:24 612881","85.18824045959445",""
"01:50:25 223650","140.20431925145112",""
"01:50:25 433077","","134.20355630529684"
"01:50:26 173245","236.98684798998966",""
"01:50:26 641743","","909863.713036116"
"01:50:27 196452","","54046.48364814135"
"01:50:27 379915","37.900272800304265",""
"01:50:28 297475","","106683.12907052606"
"01:50:28 759717","114.5552896927702",""
"01:50:29 483983","","194888.6543813622"
"01:50:29 863557","240.6606524255667",""
"01:50:30 079793","","85951.47136371683"
"01:50:30 432074","148.5858249570092",""
"01:50:31 180884","99.21958671231641",""
"01:50:31 594981","","114197.24284628344"
"01:50:32 161262","26.420108544940376",""
"01:50:32 618787","","3096.01622465907"
"01:50:33 263332","340.2113169161139",""
"01:50:33 592695","","454.2007058307654"
"01:50:34 149185","43.37888895936885",""
"01:50:34 569528","","44989.65478992388"
"01:50:35 072621","","134621.6782031674"
"01:50:35 432705","173.59795973869586",""
"01:50:36 020026","","21926.752550735935"
"01:50:36 260403","18.51936967223537",""
"01:50:36 993296","","112968.00215550888"
"01:50:37 270069","1645.8771150785342",""
"01:50:38 005104","","2273.3425916328497"
"01:50:38 214724","237.0460841930335",""
"01:50:39 000578","178.49646539086825",""
"01:50:39 231960","","114692.21790293645"
"01:50:40 048122","757.2659923489628",""
"01:50:40 246790","","4908.939708922038"
"01:50:40 987808","51.391776284001025",""
"01:50:41 229716","","31064.374785238364"
"01:50:42 005640","7.300349975716017",""
"01:50:42 214086","","1017.6317366678713"
"01:50:43 127911","","2222.318559306472"
"01:50:43 596457","20.351003822878738",""
"01:50:44 136453","","13706.266212721675"
"01:50:44 373793","17.899632481475237",""
"01:50:45 023721","","22406.07747522063"
"01:50:45 418665","36.84072493051826",""
"01:50:45 968195","","253815.0059467591"
"01:50:46 415007","261.2437916384897",""
"01:50:47 003393","177.407217875475",""
"01:50:47 399335","","181367.81001331584"
"01:50:48 005033","545.3791291538591",""
"01:50:48 382739","","27807.475211611054"
"01:50:49 275973","110.35226695113761",""
"01:50:49 696200","","44721.66586025307"
"01:50:50 128030","","435128.4762970358"
"01:50:50 581794","334.7000618456159",""
"01:50:50 978599","","1943.2228454834994"
"01:50:51 397552","127.58141729334784",""
"01:50:51 797482","","175728.23791322953"
"01:50:52 048841","153.32961596591304",""
"01:50:52 837963","","39993.909700101285"
"01:50:53 275891","139.63982749520892",""
"01:50:53 823842","","9677.133623302678"
"01:50:54 289602","1220.754645235459",""
"01:50:54 843115","533.5437283203082",""
"01:50:55 059539","","138929.5147435944"
"01:50:55 818191","81.81492953357247",""
"01:50:56 382697","","169813.50413869153"
"01:50:56 863411","","2089.5479300042207"
"01:50:57 241318","29.800474811059757",""
"01:50:57 970903","","111321.6432350453"
"01:50:58 403570","648.9955769297494",""
"01:50:58 843975","","26121.50986674213"
"01:50:59 184035","4.469706444307121",""
"01:50:59 815436","","830198.548978933"
"01:51:00 356561","179.6189110217474",""
"01:51:00 618133","","179707.8943069631"
"01:51:01 074881","18.274007934209294",""
"01:51:01 644893","","67790.27228433914"
"01:51:01 915170","262.87224775617597",""
"01:51:02 801636","16.006267725792895",""
"01:51:03 212094","","5309.570350212624"
"01:51:03 646932","","21990.85530259615"
"01:51:03 871321","102.40685862325427",""
"01:51:04 650280","","158428.20539410016"
"01:51:05 078589","329.2581276103192",""
"01:51:05 673034","","7319.317100793196"
"01:51:06 036065","175.1353522101399",""
"01:51:06 625185","","5805.839393835054"
"01:51:07 086815","119.55358886384238",""
"01:51:07 646494","","138948.8904213258"
"01:51:08 075356","233.54668684873923",""
"01:51:08 658826","","314729.17737304367"
"01:51:09 086636","59.115121421686126",""
"01:51:09 602256","48.26642409883971",""
"01:51:10 185695","","70763.62395778853"
"01:51:10 625521","530.1146101711074",""
"01:51:10 846927","","292521.18566303904"
"01:51:11 494298","","73514.8196584202"
"01:51:11 912186","26.161318605796623",""
"01:51:12 487808","","111112.65714389195"
"01:51:12 878761","207.1404371943836",""
"01:51:13 501909","","212478.87609304956"
"01:51:13 895140","42.74874470859595",""
"01:51:14 479352","","2168.8935198178015"
"01:51:14 946104","66.00920848312671",""
"01:51:15 461106","91.95600815100897",""
"01:51:15 687503","","184321.05569746494"
"01:51:16 501390","18.202206904905324",""
"01:51:16 864186","","13908.356370887956"
"01:51:17 588150","49.378106562531684",""
"01:51:18 130704","","18798.401554025768"
"01:51:18 453853","527.9964437109347",""
"01:51:18 901637","","1047006.7209827037"
"01:51:19 466772","","412.38715354849774"
"01:51:19 894802","53.86858037026559",""
"01:51:20 422649","","970.2951219502038"
"01:51:20 914524","28.730586599428534",""
"01:51:21 468077","","197918.505427267"
"01:51:21 898468","238.50016970687102",""
"01:51:22 483449","","57566.49355249237"
"01:51:22 891572","142.16733103382467",""
"01:51:23 466070","492.28160128473064",""
"01:51:23 709551","","143909.495069625"
"01:51:24 457552","190.737980476928",""
"01:51:24 696842","","915.6577949666544"
"01:51:25 435324","272.0386307785684",""
"01:51:25 917035","","11784.460403486228"
"01:51:26 449628","116.98251092146711",""
"01:51:26 687972","","306063.1033977009"
"01:51:27 332249","","6852.420386756899"
"01:51:27 561336","31.54786949314621",""
"01:51:28 277469","","13986.82240690444"
"01:51:28 739234","47.873893056047564",""
"01:51:29 329787","","262243.9873114306"
"01:51:29 734714","129.59394674632586",""
"01:51:30 291217","","58330.15431010866"
"01:51:30 750936","108.00296015194272",""
"01:51:31 306589","326.04387385397877",""
"01:51:31 688300","","12465.154423770455"
"01:51:32 289667","52.66425351899488",""
"01:51:32 555011","","31161.56181514897"
"01:51:33 272936","14.578962797142594",""
"01:51:33 720627","","17094.641930378995"
"01:51:34 289396","174.28398022038982",""
"01:51:34 568669","","6310.741748415859"
"01:51:35 199330","","10308.443550903976"
"01:51:35 577108","166.82546393752",""
"01:51:36 546833","","158.89840429654305"
"01:51:36 984726","258.6441675704964",""
"01:51:37 229072","","20959.858881843542"
"01:51:37 560188","171.5922405176716",""
"01:51:38 307447","","436.5788068186639"
"01:51:38 670726","524.4051162031874",""
"01:51:39 265868","37.069499780846854",""
"01:51:39 708912","","213070.12483981496"
"01:51:40 287405","948.949767147602",""
"01:51:40 475060","","380109.6155963594"
"01:51:41 149998","","38220.63391670617"
"01:51:41 564946","448.10726461347076",""
"01:51:42 113985","","74621.21375589706"
"01:51:42 342375","166.11929659836824",""
"01:51:43 118317","","252722.22225701722"
"01:51:43 333728","233.48157117467872",""
"01:51:44 266107","","290334.9286240189"
"01:51:44 691747","313.5003177942108",""
"01:51:45 131237","","71725.9220333371"
"01:51:45 376559","180.1654103065066",""
"01:51:46 112231","","5341.2252707388925"
"01:51:46 342575","46.79771461870132",""
"01:51:47 106565","9.686244065077517",""
"01:51:47 552484","","1090.6257032495423"
"01:51:48 109594","","173159.02031352624"
"01:51:48 512316","676.8365473773629",""
"01:51:49 116790","","7299.45279767823"
"01:51:49 504114","123.57155648549633",""
"01:51:50 231758","","17461.79246906506"
"01:51:50 481788","192.77032462708758",""
"01:51:51 108284","","382952.3913559359"
"01:51:51 537655","216.90057862849608",""
"01:51:51 971532","","51104.642794175554"
"01:51:52 183970","22.045177376658103",""
"01:51:53 113504","","125240.43598968326"
"01:51:53 515584","54.905072085754",""
"01:51:54 135159","81.15246364041923",""
"01:51:54 563272","","47651.369978799805"
"01:51:55 088891","138.85318845220445",""
"01:51:55 541741","","133054.05337825796"
"01:51:55 977576","","175909.77310672542"
"01:51:56 206962","40.190929988996686",""
"01:51:56 929834","","516016.1876011782"
"01:51:57 493679","52.78652227857219",""
"01:51:58 115017","","7563.970949321695"
"01:51:58 307502","106.95301361645761",""
"01:51:59 066473","","25979.533558317966"
"01:51:59 311816","58.838078233399756",""
"01:51:59 964557","","8238.227917720658"
"01:52:00 343859","92.98975989145674",""
"01:52:00 948273","279.27794623422324",""
"01:52:01 366489","","41574.50614096285"
"01:52:01 912275","267.3318764055375",""
"01:52:02 181559","","4486.2300797382495"
"01:52:02 921572","85.80410697520529",""
"01:52:03 156130","","125699.61670925998"
"01:52:03 737034","","16781.73940364208"
"01:52:04 282620","4.2894943818591855",""
"01:52:04 767353","","22789.60282609337"
"01:52:05 205633","60.124566333504845",""
"01:52:05 776108","","3791.6018534828345"
"01:52:06 207016","216.92138288270053",""
"01:52:06 845609","","102697.27546459826"
"01:52:07 048457","47.92296883761446",""
"01:52:07 827761","281.4036049940314",""
"01:52:08 009049","","143021.02917278127"
"01:52:08 771085","303.8936619260294",""
"01:52:09 017483","","174833.01144147204"
"01:52:09 933983","27.034482441371438",""
"01:52:10 379744","","3662.2784830038017"
"01:52:10 920299","146.64234288656553",""
"01:52:11 306266","","164824.98486069863"
"01:52:11 752116","","45669.54376575048"
"01:52:11 990011","178.1963688155647",""
"01:52:12 784074","","4289663.959589723"
"01:52:13 308180","107.78608342782263",""
"01:52:13 756980","","821.4021290007968"
"01:52:14 018279","98.11028175325009",""
